1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
BRICKFACE,'\'(126.5-151.6]\'','\'(106.6-130.5]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-1.121818
BRICKFACE,'\'(176.7-201.8]\'','\'(130.5-154.4]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-0.924817
BRICKFACE,'\'(101.4-126.5]\'','\'(130.5-154.4]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-0.965946
BRICKFACE,'\'(26.1-51.2]\'','\'(130.5-154.4]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-0.744272
BRICKFACE,'\'(26.1-51.2]\'','\'(106.6-130.5]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-1.175773
BRICKFACE,'\'(-inf-26.1]\'','\'(106.6-130.5]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-0.985811
BRICKFACE,'\'(-inf-26.1]\'','\'(58.8-82.7]\'','\'All\'','\'(0.1-inf)\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(15.088889-30.177778]\'','\'(14.255556-28.511112]\'','\'(-5.022222-0.377778]\'','\'(16.866667-25.711112]\'','\'(-20.066666--14.822221]\'','\'(15.088889-30.177778]\'','\'(0.4-0.5]\'',-1.623202
BRICKFACE,'\'(-inf-26.1]\'','\'(106.6-130.5]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(15.088889-30.177778]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(8.022222-16.866667]\'','\'(-14.822221--9.577777]\'','\'(15.088889-30.177778]\'','\'(0.3-0.4]\'',-1.345096
BRICKFACE,'\'(-inf-26.1]\'','\'(106.6-130.5]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(15.088889-30.177778]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(8.022222-16.866667]\'','\'(-14.822221--9.577777]\'','\'(15.088889-30.177778]\'','\'(0.3-0.4]\'',-1.302133
BRICKFACE,'\'(76.3-101.4]\'','\'(82.7-106.6]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(15.088889-30.177778]\'','\'(14.255556-28.511112]\'','\'(-5.022222-0.377778]\'','\'(8.022222-16.866667]\'','\'(-20.066666--14.822221]\'','\'(15.088889-30.177778]\'','\'(0.4-0.5]\'',-1.558599
BRICKFACE,'\'(-inf-26.1]\'','\'(130.5-154.4]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.6-0.7]\'',-0.57094
BRICKFACE,'\'(-inf-26.1]\'','\'(34.9-58.8]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(30.177778-45.266667]\'','\'(14.255556-28.511112]\'','\'(-10.422222--5.022222]\'','\'(16.866667-25.711112]\'','\'(-20.066666--14.822221]\'','\'(30.177778-45.266667]\'','\'(0.4-0.5]\'',-1.771163
BRICKFACE,'\'(176.7-201.8]\'','\'(106.6-130.5]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-0.932783
BRICKFACE,'\'(76.3-101.4]\'','\'(106.6-130.5]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(15.088889-30.177778]\'','\'(14.255556-28.511112]\'','\'(-5.022222-0.377778]\'','\'(16.866667-25.711112]\'','\'(-20.066666--14.822221]\'','\'(15.088889-30.177778]\'','\'(0.4-0.5]\'',-1.632243
BRICKFACE,'\'(-inf-26.1]\'','\'(34.9-58.8]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(15.088889-30.177778]\'','\'(-inf-14.255556]\'','\'(-5.022222-0.377778]\'','\'(16.866667-25.711112]\'','\'(-20.066666--14.822221]\'','\'(15.088889-30.177778]\'','\'(0.4-0.5]\'',-1.753726
BRICKFACE,'\'(101.4-126.5]\'','\'(130.5-154.4]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-0.924607
BRICKFACE,'\'(126.5-151.6]\'','\'(106.6-130.5]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-1.02473
BRICKFACE,'\'(-inf-26.1]\'','\'(82.7-106.6]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(15.088889-30.177778]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(8.022222-16.866667]\'','\'(-14.822221--9.577777]\'','\'(15.088889-30.177778]\'','\'(0.3-0.4]\'',-1.386867
BRICKFACE,'\'(126.5-151.6]\'','\'(106.6-130.5]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-1.19107
BRICKFACE,'\'(226.9-inf)\'','\'(106.6-130.5]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-1.037663
BRICKFACE,'\'(-inf-26.1]\'','\'(106.6-130.5]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-1.099624
BRICKFACE,'\'(101.4-126.5]\'','\'(58.8-82.7]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(30.177778-45.266667]\'','\'(14.255556-28.511112]\'','\'(-10.422222--5.022222]\'','\'(16.866667-25.711112]\'','\'(-20.066666--14.822221]\'','\'(30.177778-45.266667]\'','\'(0.4-0.5]\'',-1.776113
BRICKFACE,'\'(26.1-51.2]\'','\'(130.5-154.4]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(-5.022222-0.377778]\'','\'(8.022222-16.866667]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-1.985703
BRICKFACE,'\'(76.3-101.4]\'','\'(82.7-106.6]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(15.088889-30.177778]\'','\'(14.255556-28.511112]\'','\'(-5.022222-0.377778]\'','\'(8.022222-16.866667]\'','\'(-20.066666--14.822221]\'','\'(15.088889-30.177778]\'','\'(0.3-0.4]\'',-1.567327
BRICKFACE,'\'(76.3-101.4]\'','\'(82.7-106.6]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(15.088889-30.177778]\'','\'(14.255556-28.511112]\'','\'(-5.022222-0.377778]\'','\'(16.866667-25.711112]\'','\'(-20.066666--14.822221]\'','\'(15.088889-30.177778]\'','\'(0.3-0.4]\'',-1.598867
BRICKFACE,'\'(126.5-151.6]\'','\'(82.7-106.6]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(15.088889-30.177778]\'','\'(14.255556-28.511112]\'','\'(-5.022222-0.377778]\'','\'(16.866667-25.711112]\'','\'(-20.066666--14.822221]\'','\'(15.088889-30.177778]\'','\'(0.4-0.5]\'',-1.68544
BRICKFACE,'\'(-inf-26.1]\'','\'(130.5-154.4]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-0.862108
BRICKFACE,'\'(126.5-151.6]\'','\'(130.5-154.4]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(-inf-14.344444]\'','\'(-inf-13.688889]\'','\'(-inf-15.088889]\'','\'(-inf-14.255556]\'','\'(0.377778-inf)\'','\'(-0.822222-8.022222]\'','\'(-9.577777--4.333332]\'','\'(-inf-15.088889]\'','\'(0.5-0.6]\'',-1.077659
BRICKFACE,'\'(101.4-126.5]\'','\'(106.6-130.5]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(15.088889-30.177778]\'','\'(14.255556-28.511112]\'','\'(-5.022222-0.377778]\'','\'(8.022222-16.866667]\'','\'(-14.822221--9.577777]\'','\'(15.088889-30.177778]\'','\'(0.3-0.4]\'',-1.585609
BRICKFACE,'\'(76.3-101.4]\'','\'(34.9-58.8]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(14.344444-28.688888]\'','\'(13.688889-27.377778]\'','\'(30.177778-45.266667]\'','\'(14.255556-28.511112]\'','\'(-5.022222-0.377778]\'','\'(16.866667-25.711112]\'','\'(-20.066666--14.822221]\'','\'(30.177778-45.266667]\'','\'(0.4-0.5]\'',-1.739017
SKY,'\'(126.5-151.6]\'','\'(-inf-34.9]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(114.755552-129.099996]\'','\'(109.511112-123.200001]\'','\'(135.800001-inf)\'','\'(114.044448-128.300004]\'','\'(-32.022221--26.622221]\'','\'(34.555556-43.400001]\'','\'(-14.822221--9.577777]\'','\'(135.800001-inf)\'','\'(0.1-0.2]\'',-2.354552
SKY,'\'(126.5-151.6]\'','\'(-inf-34.9]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(100.411108-114.755552]\'','\'(95.822223-109.511112]\'','\'(120.711112-135.800001]\'','\'(99.788892-114.044448]\'','\'(-42.82222--37.42222]\'','\'(52.244446-61.088891]\'','\'(-14.822221--9.577777]\'','\'(120.711112-135.800001]\'','\'(0.2-0.3]\'',-2.408019
SKY,'\'(51.2-76.3]\'','\'(34.9-58.8]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(100.411108-114.755552]\'','\'(82.133334-95.822223]\'','\'(120.711112-135.800001]\'','\'(99.788892-114.044448]\'','\'(-inf--42.82222]\'','\'(52.244446-61.088891]\'','\'(-14.822221--9.577777]\'','\'(120.711112-135.800001]\'','\'(0.2-0.3]\'',-2.404745
SKY,'\'(151.6-176.7]\'','\'(82.7-106.6]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(86.066664-100.411108]\'','\'(68.444445-82.133334]\'','\'(105.622223-120.711112]\'','\'(71.27778-85.533336]\'','\'(-inf--42.82222]\'','\'(69.933335-inf)\'','\'(-inf--25.31111]\'','\'(105.622223-120.711112]\'','\'(0.3-0.4]\'',-2.207756
SKY,'\'(226.9-inf)\'','\'(-inf-34.9]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(114.755552-129.099996]\'','\'(109.511112-123.200001]\'','\'(135.800001-inf)\'','\'(114.044448-128.300004]\'','\'(-37.42222--32.022221]\'','\'(43.400001-52.244446]\'','\'(-14.822221--9.577777]\'','\'(135.800001-inf)\'','\'(0.1-0.2]\'',-2.348006
SKY,'\'(101.4-126.5]\'','\'(-inf-34.9]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(114.755552-129.099996]\'','\'(109.511112-123.200001]\'','\'(135.800001-inf)\'','\'(114.044448-128.300004]\'','\'(-32.022221--26.622221]\'','\'(34.555556-43.400001]\'','\'(-20.066666--14.822221]\'','\'(135.800001-inf)\'','\'(0.1-0.2]\'',-2.271128
SKY,'\'(151.6-176.7]\'','\'(-inf-34.9]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(129.099996-inf)\'','\'(123.200001-inf)\'','\'(135.800001-inf)\'','\'(128.300004-inf)\'','\'(-21.222221--15.822221]\'','\'(25.711112-34.555556]\'','\'(-14.822221--9.577777]\'','\'(135.800001-inf)\'','\'(0.1-0.2]\'',-2.280755
SKY,'\'(-inf-26.1]\'','\'(82.7-106.6]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(100.411108-114.755552]\'','\'(95.822223-109.511112]\'','\'(120.711112-135.800001]\'','\'(99.788892-114.044448]\'','\'(-26.622221--21.222221]\'','\'(43.400001-52.244446]\'','\'(-25.31111--20.066666]\'','\'(120.711112-135.800001]\'','\'(0.1-0.2]\'',-2.097815
SKY,'\'(-inf-26.1]\'','\'(34.9-58.8]\'','\'All\'','\'(0.1-inf)\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(100.411108-114.755552]\'','\'(95.822223-109.511112]\'','\'(120.711112-135.800001]\'','\'(99.788892-114.044448]\'','\'(-37.42222--32.022221]\'','\'(52.244446-61.088891]\'','\'(-25.31111--20.066666]\'','\'(120.711112-135.800001]\'','\'(0.2-0.3]\'',-2.198158
SKY,'\'(101.4-126.5]\'','\'(-inf-34.9]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(129.099996-inf)\'','\'(123.200001-inf)\'','\'(135.800001-inf)\'','\'(128.300004-inf)\'','\'(-21.222221--15.822221]\'','\'(16.866667-25.711112]\'','\'(-4.333332-0.911112]\'','\'(135.800001-inf)\'','\'(-inf-0.1]\'',-2.521648
SKY,'\'(26.1-51.2]\'','\'(58.8-82.7]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(100.411108-114.755552]\'','\'(82.133334-95.822223]\'','\'(120.711112-135.800001]\'','\'(99.788892-114.044448]\'','\'(-42.82222--37.42222]\'','\'(52.244446-61.088891]\'','\'(-20.066666--14.822221]\'','\'(120.711112-135.800001]\'','\'(0.2-0.3]\'',-2.377965
SKY,'\'(-inf-26.1]\'','\'(-inf-34.9]\'','\'All\'','\'(-inf-0.011111]\'','\'(-inf-0.022222]\'','\'(-inf-2.55]\'','\'(-inf-57.29964]\'','\'(-inf-4.472222]\'','\'(-inf-138.63292]\'','\'(129.099996-inf)\'','\'(123.200001-inf)\'','\'(135.800001-inf)\'','\'(128.300004-inf)\'','\'(-21.222221--15.822221]\'','\'(25.711112-34.555556]\'','\'(-14.822221--9.577777]\'','\'(135.800001-inf)\'','\'(-inf-0.1]\'',-2.214612
